"","ticker","mc","ivol","rnd"
"333","FPRX US Equity",1141409280,61.71149826,421.98703
"44","ABBV US Equity",96842407936,26.58481216,23.85598946
"152","AET US Equity",37701443584,30.25831223,0
"124","INCR US Equity",2749139456,43.68462372,0
"90","MDT US Equity",1.08161e+11,21.54187584,7.721734047
"48","LLY US Equity",93366525952,26.9751873,23.05381393
"59","MDXG US Equity",1020977728,62.46687317,4.461898804
"7","FMI US Equity",725542464,62.3291893,47.93102264
"45","PCRX US Equity",2822602240,61.09431076,9.472296715
"284","HALO US Equity",2218483200,60.33987427,132.8729553
"54","BIIB US Equity",68286365696,34.79018784,18.71452141
"161","CI US Equity",37694595072,28.08281326,0
"66","MNK US Equity",8653127680,56.50631332,6.108341217
"2","IRWD US Equity",1654851456,58.7313118,65.27342224
"242","IONS US Equity",7438889472,55.94381332,180.1836243
"154","HCA US Equity",27570567168,31.78831291,0
"164","ANTM US Equity",36391550976,28.17887497,0
"14","MDCO US Equity",2593042688,58.03268814,41.44307709
"28","SPNC US Equity",642114176,58.80312347,25.82873726
"86","GSK LN Equity",98545057792,20.81500053,13.49763298
"136","AIRM US Equity",1647961088,41.26531219,0
"70","ANIP US Equity",518940576,58.47662354,4.080712795
"37","QDEL US Equity",710762880,58.29731369,17.98470497
"283","NKTR US Equity",2248655616,57.45562363,72.10601807
"158","HUM US Equity",26459453440,31.63349915,0
"27","REGN US Equity",56493780992,35.85168839,37.44643784
"62","KTWO US Equity",813857088,56.9833107,9.369376183
"63","ZLTQ US Equity",1113409664,56.71631241,8.927812576
"68","RGEN US Equity",931973120,56.04987335,7.519935131
"230","VRTX US Equity",30918606848,44.04512405,79.49363708
"64","AZN LN Equity",86044606464,22.94268799,24.03700638
"23","NVRO US Equity",1886024448,55.17568588,34.06700516
"148","WCG US Equity",3449458176,38.38881302,0
"30","ACOR US Equity",1846186624,54.20881271,29.25525856
"34","EBS US Equity",1558119424,53.49762344,25.38377571
"77","LCI US Equity",1465484928,53.4211235,6.133436203
"56","ABMD US Equity",3829449216,52.44768906,15.1508007
"150","PRSC US Equity",721327040,38.72368622,0
"157","CNC US Equity",7844735488,35.79781342,0
"46","ALXN US Equity",42980614144,36.97837448,24.8507061
"234","BMRN US Equity",16892729344,46.77949905,75.97412872
"243","SGEN US Equity",6259904000,50.71318817,84.20163727
"50","AMPH US Equity",640627840,53.02231216,17.40621376
"65","OPK US Equity",5477367808,50.92900085,13.23950863
"61","LGND US Equity",2160350208,51.95781326,14.33817291
"167","UHS US Equity",11823148032,33.38249969,0
"89","INGN US Equity",787859648,51.2323761,2.736769915
"276","GLPG NA Equity",2409384448,48.79362488,326.1798401
"76","QGEN US Equity",6627898368,47.5926857,11.30718708
"162","SCAI US Equity",1575741568,36.14350128,0
"171","ACHC US Equity",4477660672,34.43912506,0
"83","IPXL US Equity",3015163392,47.75387573,8.426542282
"170","LPNT US Equity",3194750720,34.76987457,0
"172","MOH US Equity",3372210688,34.64812469,0
"99","AMRI US Equity",704710272,48.41849899,1.819676995
"8","ALKS US Equity",11911608320,43.6651268,60.63293839
"73","ILMN US Equity",28100747264,37.37631226,18.03220558
"109","ENDP US Equity",13863228416,42.69487381,2.859894037
"125","ABT US Equity",66993139712,22.00981331,7.33980608
"346","MNTA US Equity",1023919360,45.85699844,230.0326233
"74","HQY US Equity",1444705024,46.56437683,14.46197128
"175","LHCG US Equity",813874688,34.41818619,0
"180","EVHC US Equity",4100602880,33.08631134,0
"110","MYL US Equity",26588760064,36.30012512,6.485603809
"88","ANIK US Equity",558573312,45.98812485,8.705994606
"105","CBM US Equity",1484797440,45.42712402,3.94927907
"138","DHR US Equity",63649300480,21.0170002,6.129314899
"140","FRE GR Equity",39105757184,30.12737465,1.642650962
"11","DXCM US Equity",6658055168,42.25568771,61.59695816
"182","UAM US Equity",588177472,33.41450119,0
"94","SHP LN Equity",41042411520,28.97631264,14.57401752
"147","TMO US Equity",56612007936,22.65681267,4.16181612
"87","PODD US Equity",2152469248,43.34118652,11.49444962
"188","PBH US Equity",2715421440,32.04868698,0
"353","ABLX BB Equity",947026368,42.89581299,72.37617493
"84","JAZZ US Equity",8644124672,39.86149979,14.89826107
"108","WMGI US Equity",2482238464,42.15412521,6.63428688
"102","MMSI US Equity",821711296,42.42750168,7.726731777
"193","MGLN US Equity",1576937472,31.57012558,0
"194","ENSG US Equity",1161043200,31.57999992,0
"72","ATRC US Equity",722936512,41.74762344,20.69821548
"212","CAH US Equity",29368141824,20.46112442,0
"132","UTHR US Equity",7146022400,38.92362595,2.466722012
"205","Q US Equity",8451574272,28.34537506,0
"114","MRK GR Equity",42303836160,25.23287582,13.36965179
"104","MYGN US Equity",3011378176,40.19418716,9.373296738
"203","MD US Equity",6739013120,28.84668732,0
"133","ACET US Equity",795965120,40.97800064,1.071161032
"78","GHDX US Equity",1145490944,40.70462418,18.3266716
"116","OFIX US Equity",740669632,40.8308754,6.448774815
"200","USPH US Equity",666766656,30.93737411,0
"115","NXTM US Equity",1396347648,39.63168716,7.803885937
"128","NUVA US Equity",2656638976,38.74212646,4.587161064
"120","CYNO US Equity",1015157376,39.34918594,7.031908035
"213","ABC US Equity",21326192640,22.18662453,0
"206","CRL US Equity",3748069632,28.56550026,0
"97","VASC US Equity",596450688,37.88062668,13.34632206
"207","CHE US Equity",2528496128,28.55181313,0
"122","BSX US Equity",24805396480,28.40862465,11.70550823
"93","LIVN US Equity",2899533056,36.79337311,15.35606384
"301","MOR GR Equity",1658620928,36.2918129,169.5933685
"141","CTLT US Equity",3116782592,36.35681152,3.451536894
"160","PRGO US Equity",21184378880,29.37018776,3.093626976
"91","LMNX US Equity",921090240,36.53412628,16.65484047
"121","MASI US Equity",2087442304,36.08037567,9.493692398
"103","EW US Equity",17036748800,30.21887589,16.40942383
"98","EKTAB SS Equity",3262528256,35.52162552,14.99292755
"139","ICUI US Equity",1801822592,35.70931244,4.914202213
"127","BABY US Equity",1586681728,35.68799973,8.140997887
"135","HOLX US Equity",10945600512,31.76737595,7.655094147
"191","FME GR Equity",26416261120,25.65881157,0.825716972
"100","EVT GR Equity",600372928,35.4921875,15.02707577
"129","BRKR US Equity",4074404864,34.08781433,8.659428596
"156","HYH US Equity",1557373184,34.79237366,2.618741989
"130","ABAX US Equity",1264882560,34.81768799,8.376954079
"211","AMP IM Equity",1957571840,27.08681297,0
"142","ISRG US Equity",20407384064,27.39412498,8.648465157
"95","ATLN SW Equity",15908464640,28.94737434,20.33704948
"153","ZTS US Equity",23860348928,25.65699959,7.495881081
"214","LH US Equity",12500003840,22.71781158,0
"173","SYK US Equity",34901032960,21.21699905,6.404959202
"126","DRW3 GR Equity",1232065792,34.12662506,9.945398331
"145","ALR US Equity",3371681280,32.96781158,5.981457233
"143","SBS GR Equity",785428800,33.8808136,5.915886879
"155","PHIA NA Equity",23830630400,24.54331207,8.070595741
"151","A US Equity",13888065536,27.97699928,7.922705173
"217","DGX US Equity",10197897216,22.57868767,0
"149","GMED US Equity",2649187328,31.76812553,6.868284225
"169","NEOG US Equity",2112292224,31.98649979,3.288532019
"134","ITGR US Equity",1604263296,32.06368637,9.751291275
"75","LUN DC Equity",6758151680,29.9806881,29.87190056
"215","STMN SW Equity",4788314112,24.3423748,0
"159","HAE US Equity",1635357056,31.75818825,5.258701801
"144","ALGN US Equity",5234426368,30.29787445,8.562581062
"220","HSIC US Equity",13118026752,20.78118706,0
"216","OMI US Equity",2262612480,24.84187508,0
"222","DVA US Equity",14708809728,19.9640007,0
"190","BDX US Equity",32692619264,19.01818657,6.407322884
"197","COLOB DC Equity",17830744064,24.46112442,3.148302078
"183","BAX US Equity",20868724736,23.0193119,5.950944901
"178","GRF SM Equity",14114537472,25.54681206,5.580535889
"204","PINC US Equity",5070121472,29.02000046,0.168367997
"181","COO US Equity",6434715136,28.42437553,4.030416965
"146","STJ US Equity",17459924992,23.77637482,12.02389812
"174","IDXX US Equity",6633061376,27.57968712,6.117814064
"196","SAZ GR Equity",2528761856,28.46918678,2.820976973
"201","ZBH US Equity",20905781248,21.38899994,4.727046013
"176","RMD US Equity",7497801728,26.29018784,6.605659962
"185","WAT US Equity",10990312448,24.93931198,6.133510113
"189","CNMD US Equity",1220398976,28.48681259,3.931813955
"131","ALOG US Equity",1024982080,28.41212463,14.99721622
"219","EXE CN Equity",612331328,23.64031219,0
"195","MTD US Equity",9277524992,24.92818832,4.917786121
"184","BCR US Equity",13996981248,22.95981216,7.531476974
"179","VIVO US Equity",862586112,27.79618835,6.203790188
"163","AFX GR Equity",2521725184,26.58637428,9.478308678
"187","IART US Equity",2506658816,26.50618744,6.157258034
"192","DIA IM Equity",2944625920,26.21862411,5.435276985
"198","PKI US Equity",5996314624,24.74718666,5.518816948
"209","STE US Equity",6464562688,24.31268692,2.909795046
"168","TECH US Equity",3347221760,25.37268829,10.07465744
"224","PDCO US Equity",4495230464,20.66418839,0
"177","GN DC Equity",2957127936,24.64112473,9.230010033
"208","GETIB SS Equity",6267738624,23.11337471,4.404332161
"186","BIO US Equity",4058467072,23.4721241,9.221191406
"210","HRC US Equity",3132025344,23.36937523,4.269035816
"199","VAR US Equity",7756454912,21.33681297,8.412815094
"225","WOOF US Equity",4435298816,18.81500053,0
"221","WST US Equity",4341120000,20.13150024,2.467344046
"223","TFX US Equity",5468564992,18.77281189,2.833131075
"226","RHK GR Equity",2013480192,17.52499962,0
"227","NHC US Equity",919702144,16.80587578,0
