"","ticker","mc","ivol","rnd"
"324","SGMO US Equity",1040424512,67.32168579,131.1911163
"208","ALNY US Equity",7462316032,65.44400024,421.7371521
"27","MMSI US Equity",752169088,66.25630951,6.744923115
"328","MGNX US Equity",974769408,66.02268982,101.3600235
"294","PTLA US Equity",1377265408,64.19831085,1309.435547
"251","XON US Equity",2767251456,64.35099792,70.0617981
"383","MNTA US Equity",638729600,64.41187286,294.6443787
"306","XLRN US Equity",1256584448,63.6423111,338.5404663
"2","FMI US Equity",629289792,63.6046257,43.95671082
"34","HZNP US Equity",1532012416,63.30568695,5.621222973
"24","AFFX US Equity",726270016,61.81487656,14.84279919
"26","GILD US Equity",1.42207e+11,35.80199814,10.43501377
"115","PRSC US Equity",577698048,42.03262329,0
"209","IONS US Equity",7294032384,58.20637512,138.633316
"44","ANIP US Equity",638866496,59.38162613,5.078506947
"19","LGND US Equity",1065431680,58.5945015,20.17631721
"116","CYH US Equity",6272611840,40.46900177,0
"37","PCRX US Equity",3196692736,57.88631439,8.501768112
"120","THC US Equity",4979855360,40.09387589,0
"39","ZLTQ US Equity",1056525568,57.48881149,9.286183357
"16","NKTR US Equity",1990841856,56.79968643,25.73925018
"22","AMAG US Equity",941679040,56.77600098,21.01671028
"1","PACB US Equity",559431040,56.51950073,56.69882965
"10","CELG US Equity",89343049728,40.46437454,34.05811691
"20","MDVN US Equity",7732192256,54.38762665,22.66084099
"118","UNH US Equity",97025286144,22.8546257,0
"283","INVA US Equity",1632472064,54.98118591,191.091095
"230","SGEN US Equity",3980636416,53.40537643,77.13603973
"191","VRTX US Equity",28573990912,48.87037659,106.6775818
"332","ENTA US Equity",946017792,52.77431107,197.2696228
"265","IRWD US Equity",2139168512,51.859375,148.4927368
"72","AMRI US Equity",530837472,51.83781433,0.909222007
"7","OPHT US Equity",1509928832,51.35581207,43.22172928
"60","LCI US Equity",1534687360,50.81887436,6.813581944
"36","BIIB US Equity",80162955264,36.72999954,16.61090851
"45","ACOR US Equity",1714414336,49.30718613,15.64537907
"61","CXR CN Equity",1161455488,49.34662628,8.017677307
"71","VRX CN Equity",47760232448,41.25087357,2.874233961
"32","AMGN US Equity",1.21167e+11,27.63699913,20.23454666
"51","HQY US Equity",1393482624,48.19718933,12.85792732
"199","BMRN US Equity",13330885632,45.68031311,71.07047272
"59","RGEN US Equity",647889728,47.88249969,10.7988224
"74","OFIX US Equity",554201664,46.99318695,5.932168961
"46","ILMN US Equity",26210359296,41.61500168,17.70218277
"56","MYGN US Equity",2485880320,45.70168686,13.39279938
"8","ALKS US Equity",8563317248,44.49850082,48.91682053
"64","BAYN GR Equity",1.13059e+11,25.71862411,8.599194527
"57","ELGX US Equity",1024252224,45.02349854,14.30148029
"48","ABBV US Equity",1.04275e+11,26.98668671,16.17852211
"11","REGN US Equity",41708179456,37.37181091,46.53259659
"224","OPK US Equity",4254316544,43.78962326,103.6767273
"13","INCY US Equity",12351339520,42.33187485,44.68248367
"58","SAN FP Equity",1.21473e+11,22.69512558,12.92286873
"50","NOVOB DC Equity",1.12058e+11,24.26681328,16.42321014
"53","ARAY US Equity",587771008,43.5088768,17.17507744
"86","AKRX US Equity",3903480320,42.86281204,5.965404034
"76","BABY US Equity",1173016576,43.25568771,9.110329628
"49","MDCO US Equity",1810177920,43.05312347,19.32355309
"23","UTHR US Equity",6151928832,41.73062515,36.02848816
"80","LDRH US Equity",854138304,42.36068726,7.885573864
"28","EBS US Equity",1022541632,42.2938118,32.04473877
"67","AGN US Equity",68229386240,30.60787582,10.63777828
"257","MOR GR Equity",2451753728,41.6551857,106.0498199
"54","ALXN US Equity",36689022976,35.62112427,18.13234711
"85","INDV LN Equity",1672491264,41.37818909,8.148147583
"87","WMGI US Equity",1246948480,41.42787552,7.896967888
"29","JAZZ US Equity",9904302080,39.53531265,31.77693558
"75","IPXL US Equity",2257150720,40.5965004,12.01463318
"96","MNK US Equity",11515075584,38.91412354,5.549221039
"40","AZN LN Equity",89627688960,25.26737595,23.72363281
"154","ANTM US Equity",33923532800,24.7846241,0
"84","PODD US Equity",2583112192,40.01399994,9.545908928
"160","VWR US Equity",3398249728,29.92149925,0
"104","CBM US Equity",670124352,39.63437653,4.722016811
"103","NUVA US Equity",2218465792,39.28918839,4.774692059
"18","HTWR US Equity",1249649024,39.08562469,42.96437836
"68","SHP LN Equity",41665323008,32.09537506,14.31344318
"107","MDAS US Equity",1189701504,39.10800171,4.613414764
"43","DXCM US Equity",4214730752,38.44118881,26.81159401
"164","LPNT US Equity",3255554304,29.2228756,0
"102","SGNT US Equity",801266496,38.89868927,5.625851154
"42","BMY US Equity",97917575168,22.01081276,25.07013512
"62","ATRC US Equity",548322176,38.74250031,18.86573219
"92","ANIK US Equity",590893504,38.71500015,9.067461967
"95","NXTM US Equity",1111409408,38.56412506,8.211354256
"100","GMED US Equity",2328610560,37.85068893,6.915874004
"47","LLY US Equity",76815523840,24.36587524,25.43276787
"69","ABMD US Equity",1556451328,37.32731247,16.73726463
"77","LIVN US Equity",1465098112,37.22868729,14.73342609
"73","GSK LN Equity",1.04254e+11,19.31881332,14.22245789
"63","CPHD US Equity",3815854336,36.600811,20.43329811
"130","ACET US Equity",630713216,37.04550171,0.569558978
"101","ZTS US Equity",21572007936,33.29537582,7.685949802
"89","SPNC US Equity",1449546752,36.47512436,12.88231945
"117","SN/ LN Equity",16533572608,33.80831146,4.965157032
"106","CYNO US Equity",593588352,36.33300018,8.032993317
"122","ENDP US Equity",11097781248,34.4276886,4.047186852
"173","1469138D US Equity",6366480896,26.96549988,0
"70","LMNX US Equity",803550656,36.00187683,18.21854591
"108","HOLX US Equity",7451476992,34.65581131,7.886769772
"99","BRKR US Equity",3305649152,35.16862488,10.02858543
"397","ABLX BB Equity",590779648,35.44768906,72.37617493
"110","MYL US Equity",21097799680,31.49012566,7.591170788
"114","DHR US Equity",60227694592,24.2859993,6.740858078
"66","GHDX US Equity",1014140544,34.45187378,21.33398819
"121","ICUI US Equity",1258407424,34.1191864,6.526202202
"105","A US Equity",13728074752,31.69312477,10.47091389
"175","CAH US Equity",26718525440,22.05450058,0
"98","QGEN US Equity",5449751040,32.6453743,12.32282257
"126","TMO US Equity",50119192576,24.78781319,4.200028896
"113","MDT US Equity",71067656192,20.57868767,8.566192627
"55","QDEL US Equity",995782912,32.69850159,28.16163635
"119","ISRG US Equity",19175104512,29.54062462,8.634794235
"123","ALGN US Equity",4489003520,32.00331116,6.769680977
"143","HYH US Equity",2115989632,32.16899872,2.08078289
"97","ALOG US Equity",1046913536,32.19668579,14.68017864
"133","GRF SM Equity",12973995008,29.82699966,5.118395805
"109","BSX US Equity",17575991296,28.62937546,11.48429012
"127","ABT US Equity",67790688256,19.28068733,6.014890194
"138","HAE US Equity",1921018496,30.69549942,4.806221962
"179","AMP IM Equity",1332618496,24.72450066,0
"124","DRW3 GR Equity",1458579456,30.59312439,8.75214386
"142","PRGO US Equity",23532283904,26.63762474,3.846558094
"146","SAZ GR Equity",1851540608,30.24518776,3.145998955
"91","MRK GR Equity",41251880960,23.22218704,17.33893204
"83","ATLN SW Equity",13238437888,28.00131226,20.23676109
"141","ALR US Equity",3175142656,29.58387566,5.259926796
"147","NEOG US Equity",1832728064,29.80112457,3.614053011
"181","RHK GR Equity",2062167680,24.04468727,0
"161","PINC US Equity",4836954112,29.08412552,0.467929989
"129","EKTAB SS Equity",3909218816,28.85031319,8.804051399
"132","GN DC Equity",3679386112,28.71962547,8.414985657
"149","CNMD US Equity",1237596416,29.07218742,3.949451923
"125","MASI US Equity",1380521088,29.02362442,9.862056732
"136","VIVO US Equity",685874496,29.07712555,7.211084843
"112","EW US Equity",13626375168,26.44568825,14.42212677
"135","ABAX US Equity",1280720896,28.50431252,7.845317841
"137","PHIA NA Equity",27314567168,23.96118736,7.175049782
"158","STE US Equity",3862517760,27.56881332,2.810715914
"139","RMD US Equity",7817264128,26.62000084,7.892765045
"140","ITGR US Equity",1232254720,27.59731293,7.942969799
"150","WAT US Equity",9386927104,25.94612503,5.531414032
"144","SYK US Equity",35686973440,21.30031204,6.404353142
"167","FRE GR Equity",28275032064,22.43199921,1.555703998
"148","BAX US Equity",39721582592,15.75318718,10.84107685
"159","ZBH US Equity",19208112128,23.2876873,4.16817379
"145","TECH US Equity",3425857280,25.5814991,8.434045792
"128","STJ US Equity",18592913408,22.79800034,12.31778431
"155","PKI US Equity",4939852288,25.08368683,5.616466045
"166","COO US Equity",7806008832,24.40112495,3.884854078
"157","IART US Equity",1778097920,25.41787529,5.714373112
"174","WST US Equity",3783779328,24.93768692,2.69738698
"153","DIA IM Equity",2256167936,25.02581215,6.296720982
"165","GETIB SS Equity",5429070848,23.97331238,4.835340977
"168","HRC US Equity",2624011520,24.40818787,4.501875877
"177","FME GR Equity",23268972544,20.7996254,0.735126019
"156","VAR US Equity",8667003904,22.69981194,7.277429104
"171","SIRO US Equity",4837838336,22.37118721,5.689654827
"169","IDXX US Equity",7069864448,21.61837578,6.478621006
"111","MEDAA SS Equity",5267787264,21.6208744,21.33492279
"170","BDX US Equity",26911023104,17.56612587,6.357855797
"176","MTD US Equity",8634449920,20.33749962,4.824669838
"162","BCR US Equity",12479628288,19.52462578,8.807229042
"185","PDCO US Equity",4959905792,17.73637581,0
"172","BIO US Equity",3491154176,18.59337425,9.947534561
"182","TFX US Equity",4755153408,18.31812477,3.252816916
